ts,close
1546300800,0.001379
1546387200,0.00138
1546473600,0.001328
1546560000,0.001368
1546646400,0.00134
1546732800,0.001349
1546819200,0.00121
1546905600,0.001234
1546992000,0.001237
1547078400,0.001208
1547164800,0.001214
1547251200,0.001244
1547337600,0.001191
1547424000,0.001184
1547510400,0.00116
1547596800,0.001184
1547683200,0.001221
1547769600,0.001199
1547856000,0.001184
1547942400,0.00119
1548028800,0.001197
1548115200,0.001197
1548201600,0.001195
1548288000,0.001194
1548374400,0.001211
1548460800,0.001197
1548547200,0.001183
1548633600,0.001138
1548720000,0.001135
1548806400,0.00115
1548892800,0.001145
1548979200,0.001127
1549065600,0.001137
1549152000,0.001128
1549238400,0.001118
1549324800,0.001112
1549411200,0.001101
1549497600,0.001133
1549584000,0.001128
1549670400,0.001113
1549756800,0.00113
1549843200,0.001121
1549929600,0.00112
1550016000,0.001136
1550102400,0.001144
1550188800,0.001134
1550275200,0.001127
1550361600,0.001139
1550448000,0.001124
1550534400,0.001162
1550620800,0.001177
1550707200,0.001141
1550793600,0.00118
1550880000,0.001168
1550966400,0.001091
1551052800,0.001107
1551139200,0.001117
1551225600,0.001124
1551312000,0.001106
1551398400,0.001107
1551484800,0.001108
1551571200,0.001113
1551657600,0.0011
1551744000,0.001106
1551830400,0.001104
1551916800,0.001124
1552003200,0.001084
1552089600,0.001079
1552176000,0.001099
1552262400,0.001085
1552348800,0.001101
1552435200,0.00109
1552521600,0.001109
1552608000,0.001121
1552694400,0.001121
1552780800,0.001108
1552867200,0.001101
1552953600,0.001145
1553040000,0.001151
1553126400,0.001195
1553212800,0.001216
1553299200,0.001217
1553385600,0.001208
1553472000,0.001191
1553558400,0.001181
1553644800,0.001188
1553731200,0.001168
1553817600,0.001186
1553904000,0.001165
1553990400,0.001176
1554076800,0.001161
1554163200,0.001118
1554249600,0.001096
1554336000,0.001089
1554422400,0.001144
1554508800,0.001189
1554595200,0.001482
1554681600,0.001359
1554768000,0.001345
1554854400,0.001324
1554940800,0.001244
1555027200,0.001251
